Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
c39d3235bb1cdf58c0356d8383b5e4c96cff1186b460f8ddbb3fb8737e5798ff,2019-02,Gwent Police,Gwent Police,-3.238867,51.578852,On or near ST CENYDD ROAD,W01001399,Caerphilly 023E,Offender sent to prison
37c20fd3699d5ba0dabb54114a567fb24e428ce4c9e4b18b40e25849b8f20bdd,2019-02,Gwent Police,Gwent Police,-2.997443,51.588274,On or near Supermarket,W01001685,Newport 014B,Offender otherwise dealt with
dc5fb0b2a6c87b035fc82358077251bb8db2be6b6780a394d1c3af98577ce586,2019-02,Gwent Police,Gwent Police,-3.002807,51.587365,On or near GODFREY ROAD,W01001603,Newport 012C,Offender given community sentence
e0f792ceb2f2b57e1d54b316dfe05974469351d2f8cb9bc0794acf6e248feb94,2019-02,Gwent Police,Gwent Police,-3.035468,51.814710,On or near Sports/Recreation Area,W01001564,Monmouthshire 003D,Offender given conditional discharge
01ef897862cac7f4f91a4be486892ef7b77f483e022eda490841fd20a3eb4eb2,2019-02,Gwent Police,Gwent Police,-2.949378,51.589042,On or near PURCELL SQUARE,W01001610,Newport 015C,Offender given community sentence
8fbcd72a9504d7cfa0fb32a98c6bc4ea853c89c33b7c1aedae3549ac472ff48e,2019-02,Gwent Police,Gwent Police,-2.883263,51.599260,On or near M4,W01001641,Newport 004C,Offender sent to prison
0b013abaefce06958f3995e927494f26c5ae746b1168ea27b364429fbc894990,2019-02,Gwent Police,Gwent Police,-2.974438,51.583720,On or near HANDSWORTH STREET,W01001644,Newport 013C,Defendant found not guilty
2f2167da29821ecd8f2fb720ae422b72a05d4e1c0cb6e678f53252ff28258395,2019-02,Gwent Police,Gwent Police,-2.993072,51.581765,On or near CARDIFF ROAD,W01001687,Newport 014D,Defendant found not guilty
7179a7eeb01ba87cc734fc298b1b5802bf86a95dc0099853b35b1c1d2489df96,2019-02,Gwent Police,Gwent Police,-2.679299,51.628266,On or near CEDAR CLOSE,W01001584,Monmouthshire 008B,Offender given suspended prison sentence
adcb58017b5c088ec86496b27a15dd146f958491433caa2ab9d2caa8a06d6edc,2019-02,Gwent Police,Gwent Police,-3.196841,51.651285,On or near HIGHFIELD CRESCENT,W01001405,Caerphilly 011E,Offender given suspended prison sentence
edc63d51876b0b922940992af3c887006858fee7fa4e76674d407ba42417d8e3,2019-02,Gwent Police,Gwent Police,-2.995820,51.589969,On or near Pedestrian Subway,W01001685,Newport 014B,Defendant found not guilty
f4bf59455f7c7452e9049acf28ad4a5dc90707912a2180a07ddd69f08aaca343,2019-02,Gwent Police,Gwent Police,-3.204515,51.662132,On or near BRYN-RHEDYN,W01001349,Caerphilly 009B,Offender given conditional discharge
cb218b563adac03abb3d7feb3a9c1ac653810de15fa0a069b254355efe09b861,2019-02,Gwent Police,Gwent Police,-3.254357,51.788346,On or near CLOS Y BWAU,W01001472,Blaenau Gwent 003A,Offender fined
062957011d259c06f5a19c3a2b4bc4c7611e89d8465c01aaea8c53591555322d,2019-02,Gwent Police,Gwent Police,-2.995280,51.585056,On or near TALBOT LANE,W01001687,Newport 014D,Offender given suspended prison sentence
236329436cb14ec3df3e9531b963cb766310af35536451f8c97a61cbeeab7a41,2019-02,Gwent Police,Gwent Police,-3.078331,51.770123,On or near COED EITHEN STREET,W01001487,Torfaen 001A,Offender fined
4632c409aac073db422373ae42715da0f25bbf9bd309f6d083bf288044b830ad,2019-02,Gwent Police,Gwent Police,-3.222606,51.777648,On or near HEOL-YR-YSGOL,W01001457,Blaenau Gwent 004D,Defendant found not guilty
6a528143786afab89303fe41fa9ebbf8797f0a36b047dc7ca124fa50e90a1e82,2019-02,Gwent Police,Gwent Police,-2.993181,51.584138,On or near Shopping Area,W01001687,Newport 014D,Offender given suspended prison sentence
125d7dcdba1f39d814858a2c7ad421641513b5c45f9a10c4764675d002ab36d2,2019-02,Gwent Police,Gwent Police,-3.142934,51.673519,On or near PARK ROAD,W01001356,Caerphilly 006A,Offender given suspended prison sentence
